iter,train_loss_mean,action_error,test_total_reward,best_total_reward
1,0.005235797148896381,0.005827279295772314,-34100.620580140254,-34100.620580140254
2,0.003300046959659085,0.002278613392263651,-11371.520006452061,-11371.520006452061
3,0.0015437439915258438,0.0012524412013590336,-8214.484698478136,-8214.484698478136
4,0.0013147337478003464,0.0015599419130012393,-11075.430615611345,-8214.484698478136
5,0.0012431571800843812,0.0008434210321865976,-5520.209069025882,-5520.209069025882
6,0.001170017750293482,0.0014189421199262142,-5934.533942704103,-5520.209069025882
7,0.0011327766241738572,0.001241365447640419,-6746.898372705786,-5520.209069025882
8,0.0011238565368694253,0.0010704381857067347,-12099.587506401018,-5520.209069025882
9,0.0011028230764204637,0.000880535168107599,-6557.416650647894,-5520.209069025882
10,0.0010767333875410258,0.0009150358382612467,-8623.349279028087,-5520.209069025882
11,0.0010534908671397717,0.0009298046352341771,-8073.48288741359,-5520.209069025882
12,0.001038021283922717,0.001058317837305367,-6967.7552816792395,-5520.209069025882
13,0.0010278796841157601,0.0012019244022667408,-7507.712819734441,-5520.209069025882
14,0.0010140175736742094,0.0010082985972985625,-7812.916549203046,-5520.209069025882
15,0.0009928069597226568,0.00117636495269835,-5654.618683985728,-5520.209069025882
16,0.0009847935014113318,0.001246123225428164,-5237.427360270149,-5237.427360270149
17,0.000986879949370632,0.0010256964014843106,-5207.758573242939,-5207.758573242939
18,0.0009781466202111915,0.0009318087249994278,-5767.18371870884,-5207.758573242939
19,0.0009683768085669727,0.0010395987192168832,-3591.6858070433955,-3591.6858070433955
20,0.0009618078012717888,0.0010844427160918713,-4956.615770240155,-3591.6858070433955
21,0.0009700894907000475,0.0009001457947306335,-7731.802653919435,-3591.6858070433955
22,0.0009579754169099033,0.0009211666183546185,-5390.737663485016,-3591.6858070433955
23,0.0009482929048244841,0.0009625260136090219,-4572.718471152181,-3591.6858070433955
24,0.0009478395882761106,0.0013365006307139993,-4809.46559990815,-3591.6858070433955
25,0.0009492035155708436,0.0010008554672822356,-3172.0381922737083,-3172.0381922737083
26,0.0009338670938159339,0.001064747804775834,-3382.230222874642,-3172.0381922737083
27,0.0009326988381217234,0.0013394925044849515,-3326.28364617431,-3172.0381922737083
28,0.0009193714114953764,0.0009356335503980517,-2549.382416674625,-2549.382416674625
29,0.0009132621858734637,0.0008318960317410529,-2422.4353620672578,-2422.4353620672578
30,0.0008988028712337837,0.0006910740048624575,-2228.3798099759597,-2228.3798099759597
31,0.0008831333271518816,0.0008017403888516128,-2189.3553165703065,-2189.3553165703065
32,0.0008783048264158424,0.0009970504324883223,-2347.137739486086,-2189.3553165703065
33,0.0008697811046149582,0.000610720831900835,-2447.3664883032898,-2189.3553165703065
34,0.0008703870289609768,0.000978239462710917,-2379.901300616348,-2189.3553165703065
35,0.0008658881470328197,0.0008514581713825464,-3087.740218345426,-2189.3553165703065
36,0.000865702143200906,0.0006678367499262094,-3234.282897196716,-2189.3553165703065
37,0.0008477678437775467,0.0007997230859473348,-2222.0609464380645,-2189.3553165703065
38,0.000849975355406059,0.0009555380092933774,-1830.1594416934172,-1830.1594416934172
39,0.000852364472753834,0.0008060746476985514,-2526.1689304675647,-1830.1594416934172
40,0.0008391078989661764,0.001010257750749588,-2668.269169078233,-1830.1594416934172
41,0.0008389720407431014,0.0011651393724605441,-2121.336487410404,-1830.1594416934172
42,0.0008349266928562429,0.0007202134002000093,-2282.820662003841,-1830.1594416934172
43,0.0008295690987142735,0.0006274316692724824,-2230.7611834760746,-1830.1594416934172
44,0.000821275183930993,0.0007997248903848231,-2342.9509617111607,-1830.1594416934172
45,0.0008293667008110788,0.0005522947758436203,-2639.15283835832,-1830.1594416934172
