iter,train_loss_mean,action_error,test_total_reward,best_total_reward
1,0.0030121208884520455,0.002927441382780671,-41150.88665335608,-41150.88665335608
2,0.0030034757733810695,0.003511990886181593,-42070.14722796354,-41150.88665335608
3,0.0030038527871947733,0.002455564448609948,-41574.138574019984,-41150.88665335608
4,0.003014692794531584,0.0034319593105465174,-41336.929648765734,-41150.88665335608
5,0.0030106232672696934,0.002973116235807538,-41687.615106350844,-41150.88665335608
6,0.002982046150835231,0.0024736239574849606,-42717.3568974317,-41150.88665335608
7,0.002997290128841996,0.002949489513412118,-42082.63287898584,-41150.88665335608
8,0.003012769473483786,0.002458103932440281,-41321.62664149566,-41150.88665335608
9,0.0029714905682485552,0.0037833701353520155,-43444.59126031164,-41150.88665335608
10,0.0029979215387720614,0.0031040257308632135,-40379.48189444142,-40379.48189444142
11,0.002999242831021547,0.0032803048379719257,-42708.297197989355,-40379.48189444142
12,0.0029865699120564387,0.002287412527948618,-42165.507359375595,-40379.48189444142
13,0.0030012301407987252,0.002820120193064213,-40755.09918840783,-40379.48189444142
14,0.0029932313300669194,0.0031864973716437817,-42350.59548330371,-40379.48189444142
15,0.0030060697705484927,0.0029630751814693213,-41911.14811284327,-40379.48189444142
16,0.0030166331123327836,0.0030084741301834583,-42205.081586988614,-40379.48189444142
17,0.0029923813581699504,0.0032945654820650816,-41351.35571212285,-40379.48189444142
18,0.002988974147941917,0.003106093732640147,-41377.710616721204,-40379.48189444142
19,0.0029862447119085116,0.0025067320093512535,-41992.866251811334,-40379.48189444142
20,0.0029540453171357514,0.0029440619982779026,-41497.98961033591,-40379.48189444142
21,0.002986303467187099,0.0037217303179204464,-43557.25647666353,-40379.48189444142
22,0.002957559418515302,0.0026139530818909407,-41668.20793213682,-40379.48189444142
23,0.0029939315933734177,0.002603895030915737,-42670.86346657765,-40379.48189444142
24,0.002966118787182495,0.0023390797432512045,-41950.33430047808,-40379.48189444142
25,0.0029801233041798695,0.0047746989876031876,-41074.32593474967,-40379.48189444142
26,0.0029814360904274508,0.0029956926591694355,-40321.54271366015,-40321.54271366015
27,0.0029680182387819515,0.0034836563281714916,-42295.26819926098,-40321.54271366015
28,0.002932090757298283,0.003084658645093441,-41020.80462158689,-40321.54271366015
29,0.0029411609407979994,0.0023052964825183153,-41351.75191178127,-40321.54271366015
30,0.0029576988314511253,0.0036368498113006353,-41101.79912066973,-40321.54271366015
31,0.002952543981722556,0.002660896861925721,-41888.66184548013,-40321.54271366015
32,0.0029503464542794972,0.0025718177203089,-42043.804831966285,-40321.54271366015
33,0.0029488528397632763,0.0033269207924604416,-41235.208747653436,-40321.54271366015
34,0.002918832221883349,0.0028206263668835163,-41833.48894963847,-40321.54271366015
35,0.002938644687761553,0.003543880768120289,-43503.0114221925,-40321.54271366015
36,0.0029444335408043117,0.0030815040227025747,-43057.134614252645,-40321.54271366015
37,0.0028995253143366427,0.0025282995775341988,-41250.0005293249,-40321.54271366015
38,0.0029300501903053375,0.002760937437415123,-43275.69260171988,-40321.54271366015
39,0.0029083999984432013,0.0031047267839312553,-41731.04292573066,-40321.54271366015
40,0.0029261968282517045,0.003634721739217639,-41297.77747753586,-40321.54271366015
41,0.00289368720992934,0.0029661725275218487,-41647.84193620089,-40321.54271366015
42,0.0029154827719321476,0.003677340457215905,-41822.627153600544,-40321.54271366015
43,0.0029140938608907163,0.0032854327000677586,-41244.43026050242,-40321.54271366015
44,0.002928468421450816,0.0029686205089092255,-41350.64050207108,-40321.54271366015
45,0.002939158246619627,0.0025687592569738626,-43387.93380690397,-40321.54271366015
46,0.002905662048840895,0.003736803075298667,-44202.08228741558,-40321.54271366015
47,0.0029168073054170237,0.0030017392709851265,-41426.78493784712,-40321.54271366015
48,0.0029052595150424166,0.003115604864433408,-43398.19311107875,-40321.54271366015
49,0.0028999569138977678,0.0029344246722757816,-42263.552332091764,-40321.54271366015
50,0.00288923195831012,0.0017777326283976436,-41018.043883203434,-40321.54271366015
51,0.0028820727108977737,0.0027660003397613764,-41721.23057844109,-40321.54271366015
52,0.0028689578847261145,0.003163248533383012,-42575.5025345362,-40321.54271366015
53,0.002883241759845987,0.002519757254049182,-40476.965620624826,-40321.54271366015
54,0.002903941443422809,0.0028705536387860775,-41530.694309703365,-40321.54271366015
55,0.002876857432886027,0.003029234940186143,-41876.75216774544,-40321.54271366015
56,0.0028623229111544787,0.002546990755945444,-42538.107256286145,-40321.54271366015
57,0.002866417905432172,0.002457796363160014,-40477.525062380024,-40321.54271366015
58,0.0028684697155840697,0.004709862172603607,-40891.63389942902,-40321.54271366015
59,0.002881454418762587,0.002994009992107749,-42040.50181307023,-40321.54271366015
